sub-category	geneID	category
diabetes-type-I	3594	immune
diabetes-type-I	3595	immune
diabetes-type-I	3596	immune
diabetes-type-I	3606	immune
diabetes-type-I	3630	immune
diabetes-type-I	3643	immune
diabetes-type-I	3659	immune
diabetes-type-I	3663	immune
diabetes-type-I	3667	immune
diabetes-type-I	3767	immune
diabetes-type-I	3803	immune
diabetes-type-I	3810	immune
diabetes-type-I	3813	immune
diabetes-type-I	3902	immune
diabetes-type-I	3932	immune
diabetes-type-I	4023	immune
diabetes-type-I	4041	immune
diabetes-type-I	4049	immune
diabetes-type-I	4153	immune
diabetes-type-I	4276	immune
diabetes-type-I	4340	immune
diabetes-type-I	4521	immune
diabetes-type-I	4760	immune
diabetes-type-I	4761	immune
diabetes-type-I	4790	immune
diabetes-type-I	4792	immune
diabetes-type-I	4795	immune
diabetes-type-I	4846	immune
diabetes-type-I	4938	immune
diabetes-type-I	4939	immune
diabetes-type-I	4940	immune
diabetes-type-I	5078	immune
diabetes-type-I	5122	immune
diabetes-type-I	5133	immune
diabetes-type-I	5134	immune
diabetes-type-I	5236	immune
diabetes-type-I	5444	immune
diabetes-type-I	5689	immune
diabetes-type-I	5696	immune
diabetes-type-I	5698	immune
diabetes-type-I	5771	immune
diabetes-type-I	5788	immune
diabetes-type-I	5798	immune
diabetes-type-I	5836	immune
diabetes-type-I	5891	immune
diabetes-type-I	5967	immune
diabetes-type-I	5968	immune
diabetes-type-I	6257	immune
diabetes-type-I	6347	immune
diabetes-type-I	6349	immune
diabetes-type-I	6387	immune
diabetes-type-I	6400	immune
diabetes-type-I	6402	immune
diabetes-type-I	6556	immune
diabetes-type-I	6583	immune
diabetes-type-I	6584	immune
diabetes-type-I	6648	immune
diabetes-type-I	6890	immune
diabetes-type-I	6891	immune
diabetes-type-I	6892	immune
diabetes-type-I	6908	immune
diabetes-type-I	6932	immune
diabetes-type-I	7040	immune
diabetes-type-I	7054	immune
diabetes-type-I	7070	immune
diabetes-type-I	7097	immune
diabetes-type-I	7098	immune
diabetes-type-I	7099	immune
diabetes-type-I	7124	immune
diabetes-type-I	7132	immune
diabetes-type-I	7133	immune
diabetes-type-I	7421	immune
diabetes-type-I	7422	immune
diabetes-type-I	7916	immune
diabetes-type-I	7940	immune
diabetes-type-I	8651	immune
diabetes-type-I	8718	immune
diabetes-type-I	8772	immune
diabetes-type-I	9021	immune
diabetes-type-I	9368	immune
diabetes-type-I	9370	immune
diabetes-type-I	9655	immune
diabetes-type-I	10068	immune
diabetes-type-I	11005	immune
diabetes-type-I	23569	immune
diabetes-type-I	26191	immune
diabetes-type-I	27097	immune
diabetes-type-I	29126	immune
diabetes-type-I	29851	immune
diabetes-type-I	50615	immune
diabetes-type-I	50941	immune
diabetes-type-I	50943	immune
diabetes-type-I	51083	immune
diabetes-type-I	55600	immune
diabetes-type-I	56244	immune
diabetes-type-I	59067	immune
diabetes-type-I	64127	immune
diabetes-type-I	64131	immune
diabetes-type-I	64132	immune
diabetes-type-I	64135	immune
diabetes-type-I	80332	immune
diabetes-type-I	80380	immune
diabetes-type-I	115352	immune
diabetes-type-I	120227	immune
diabetes-type-I	387082	immune
diabetes-type-I	449619	immune
diabetes-type-I	100132285	immune
endotoxin-reaction	7099	immune
eosinophilia	1906	immune
eosinophilia	3565	immune
eosinophilia	3586	immune
eosinophilia	4049	immune
eosinophilia	4842	immune
eosinophilia	6778	immune
erythema-nodosum	3383	immune
febris-melitensis	2147	immune
febris-melitensis	2153	immune
febris-melitensis	3119	immune
febris-melitensis	3123	immune
febris-melitensis	4210	immune
febris-melitensis	4598	immune
febris-melitensis	6288	immune
febris-melitensis	7132	immune
febris-melitensis	114548	immune
glomerulonephritis	1636	immune
glomerulonephritis	3119	immune
glomerulonephritis	3123	immune
Graves'-disease	326	immune
Graves'-disease	356	immune
Graves'-disease	720	immune
Graves'-disease	868	immune
Graves'-disease	958	immune
Graves'-disease	959	immune
Graves'-disease	1493	immune
Graves'-disease	1565	immune
Graves'-disease	1594	immune
Graves'-disease	1628	immune
Graves'-disease	1630	immune
Graves'-disease	2099	immune
Graves'-disease	2100	immune
Graves'-disease	2215	immune
Graves'-disease	2638	immune
Graves'-disease	3106	immune
Graves'-disease	3117	immune
Graves'-disease	3119	immune
Graves'-disease	3123	immune
Graves'-disease	3383	immune
Graves'-disease	3458	immune
Graves'-disease	3552	immune
Graves'-disease	3557	immune
Graves'-disease	3559	immune
Graves'-disease	3565	immune
Graves'-disease	3566	immune
Graves'-disease	3569	immune
Graves'-disease	3576	immune
Graves'-disease	3593	immune
Graves'-disease	3596	immune
Graves'-disease	3606	immune
Graves'-disease	3630	immune
Graves'-disease	3659	immune
Graves'-disease	4049	immune
Graves'-disease	4276	immune
Graves'-disease	5133	immune
Graves'-disease	5172	immune
Graves'-disease	5698	immune
Graves'-disease	5788	immune
Graves'-disease	6402	immune
Graves'-disease	6778	immune
Graves'-disease	6890	immune
Graves'-disease	6891	immune
Graves'-disease	7038	immune
Graves'-disease	7068	immune
Graves'-disease	7124	immune
Graves'-disease	7253	immune
Graves'-disease	7421	immune
Graves'-disease	11099	immune
Graves'-disease	23118	immune
Graves'-disease	26191	immune
Graves'-disease	50943	immune
Graves'-disease	56244	immune
Graves'-disease	64135	immune
Graves'-disease	115352	immune
Graves'-disease	117156	immune
Graves'-disease	387082	immune
hematosepsis	929	immune
hematosepsis	3305	immune
hematosepsis	3306	immune
hematosepsis	3569	immune
hematosepsis	3586	immune
hematosepsis	5648	immune
hematosepsis	6401	immune
hematosepsis	6402	immune
hematosepsis	6403	immune
hematosepsis	7124	immune
hematosepsis	64127	immune
hepatitis	1493	immune
hepatitis	2212	immune
hepatitis	2213	immune
hepatitis	3117	immune
hepatitis	3119	immune
hepatitis	3123	immune
hepatitis	3586	immune
hepatitis	5788	immune
hepatitis	7124	immune
hepatitis	7172	immune
hepatitis	7421	immune
hepatitis	115352	immune
Human-T-cells-lymphotropic-virus	176	immune
Human-T-cells-lymphotropic-virus	3123	immune
Human-T-cells-lymphotropic-virus	4049	immune
Human-T-cells-lymphotropic-virus	7124	immune
Human-T-cells-lymphotropic-virus	7132	immune
Human-T-cells-lymphotropic-virus	7133	immune
immune-globulin	12	immune
immune-globulin	100	immune
immune-globulin	154	immune
immune-globulin	929	immune
immune-globulin	940	immune
immune-globulin	958	immune
immune-globulin	1215	immune
immune-globulin	1493	immune
immune-globulin	1636	immune
immune-globulin	1906	immune
immune-globulin	2205	immune
immune-globulin	2206	immune
immune-globulin	2950	immune
immune-globulin	3105	immune
immune-globulin	3106	immune
immune-globulin	3108	immune
immune-globulin	3109	immune
immune-globulin	3115	immune
immune-globulin	3117	immune
immune-globulin	3119	immune
immune-globulin	3122	immune
immune-globulin	3123	immune
immune-globulin	3454	immune
immune-globulin	3479	immune
immune-globulin	3486	immune
immune-globulin	3492	immune
immune-globulin	3552	immune
immune-globulin	3553	immune
immune-globulin	3554	immune
immune-globulin	3559	immune
immune-globulin	3565	immune
immune-globulin	3566	immune
immune-globulin	3586	immune
immune-globulin	3593	immune
immune-globulin	3596	immune
immune-globulin	3597	immune
immune-globulin	3606	immune
immune-globulin	3690	immune
immune-globulin	4049	immune
immune-globulin	4056	immune
immune-globulin	4210	immune
immune-globulin	4254	immune
immune-globulin	4598	immune
immune-globulin	4638	immune
immune-globulin	4842	immune
immune-globulin	5054	immune
immune-globulin	5265	immune
immune-globulin	5698	immune
immune-globulin	5729	immune
immune-globulin	6696	immune
immune-globulin	6778	immune
immune-globulin	6890	immune
immune-globulin	6891	immune
immune-globulin	6955	immune
immune-globulin	7040	immune
immune-globulin	7124	immune
immune-globulin	7132	immune
immune-globulin	7181	immune
immune-globulin	7356	immune
immune-globulin	10392	immune
immune-globulin	11251	immune
immune-globulin	26191	immune
immune-globulin	30009	immune
immune-globulin	50615	immune
immune-globulin	57379	immune
immune-globulin	114548	immune
immune-globulin	140947	immune
immune-globulin	149018	immune
immunologic-deficiency-disease	3119	immune
immunologic-deficiency-disease	115650	immune
infection-bronchial-dysplasia	6401	immune
infection-bronchial-dysplasia	6402	immune
infection-bronchial-dysplasia	6403	immune
inflammatory-response	929	immune
inflammatory-response	3162	immune
inflammatory-response	3552	immune
inflammatory-response	3569	immune
inflammatory-response	3576	immune
inflammatory-response	4153	immune
inflammatory-response	4282	immune
inflammatory-response	5648	immune
inflammatory-response	7097	immune
inflammatory-response	7124	immune
inflammatory-urogenital-disease	6890	immune
inflammatory-urogenital-disease	6891	immune
interferon-reaction	5696	immune
interferon-reaction	5698	immune
interferon-reaction	6890	immune
interferon-reaction	6891	immune
Kawasaki-disease	958	immune
Kawasaki-disease	2212	immune
Kawasaki-disease	2214	immune
Kawasaki-disease	2215	immune
Kawasaki-disease	3162	immune
Kawasaki-disease	3553	immune
Kawasaki-disease	3557	immune
Kawasaki-disease	3565	immune
Kawasaki-disease	3569	immune
Kawasaki-disease	3586	immune
Kawasaki-disease	3791	immune
Kawasaki-disease	4153	immune
Kawasaki-disease	4846	immune
Kawasaki-disease	5048	immune
Kawasaki-disease	7124	immune
Kawasaki-disease	7422	immune
Kawasaki-disease	54600	immune
leucoderma	847	immune
leucoderma	1493	immune
leucoderma	1906	immune
leucoderma	3105	immune
leucoderma	3106	immune
leucoderma	3107	immune
leucoderma	3117	immune
leucoderma	3119	immune
leucoderma	3123	immune
leucoderma	3126	immune
leucoderma	4157	immune
leucoderma	26191	immune
lupus-erythematosus	10	immune
lupus-erythematosus	142	immune
lupus-erythematosus	350	immune
lupus-erythematosus	355	immune
lupus-erythematosus	356	immune
lupus-erythematosus	596	immune
lupus-erythematosus	608	immune
lupus-erythematosus	629	immune
lupus-erythematosus	712	immune
lupus-erythematosus	717	immune
lupus-erythematosus	720	immune
lupus-erythematosus	721	immune
lupus-erythematosus	861	immune
lupus-erythematosus	930	immune
lupus-erythematosus	933	immune
lupus-erythematosus	941	immune
lupus-erythematosus	942	immune
lupus-erythematosus	952	immune
lupus-erythematosus	959	immune
lupus-erythematosus	960	immune
lupus-erythematosus	971	immune
lupus-erythematosus	1026	immune
lupus-erythematosus	1051	immune
lupus-erythematosus	1231	immune
lupus-erythematosus	1232	immune
lupus-erythematosus	1233	immune
lupus-erythematosus	1234	immune
lupus-erythematosus	1236	immune
lupus-erythematosus	1378	immune
lupus-erythematosus	1380	immune
lupus-erythematosus	1401	immune
lupus-erythematosus	1493	immune
lupus-erythematosus	1543	immune
lupus-erythematosus	1557	immune
lupus-erythematosus	1565	immune
lupus-erythematosus	1586	immune
lupus-erythematosus	1636	immune
lupus-erythematosus	1773	immune
lupus-erythematosus	1777	immune
lupus-erythematosus	1786	immune
lupus-erythematosus	1843	immune
lupus-erythematosus	1956	immune
lupus-erythematosus	2204	immune
lupus-erythematosus	2207	immune
lupus-erythematosus	2209	immune
lupus-erythematosus	2212	immune
lupus-erythematosus	2213	immune
lupus-erythematosus	2214	immune
lupus-erythematosus	2215	immune
lupus-erythematosus	2244	immune
lupus-erythematosus	2551	immune
lupus-erythematosus	2833	immune
lupus-erythematosus	2908	immune
lupus-erythematosus	2944	immune
lupus-erythematosus	3059	immune
lupus-erythematosus	3105	immune
lupus-erythematosus	3106	immune
lupus-erythematosus	3107	immune
lupus-erythematosus	3108	immune
lupus-erythematosus	3109	immune
lupus-erythematosus	3113	immune
lupus-erythematosus	3115	immune
lupus-erythematosus	3117	immune
lupus-erythematosus	3119	immune
lupus-erythematosus	3122	immune
lupus-erythematosus	3123	immune
lupus-erythematosus	3125	immune
lupus-erythematosus	3126	immune
lupus-erythematosus	3127	immune
lupus-erythematosus	3306	immune
lupus-erythematosus	3439	immune
lupus-erythematosus	3458	immune
lupus-erythematosus	3459	immune
lupus-erythematosus	3460	immune
lupus-erythematosus	3546	immune
lupus-erythematosus	3552	immune
lupus-erythematosus	3553	immune
lupus-erythematosus	3557	immune
lupus-erythematosus	3558	immune
lupus-erythematosus	3559	immune
lupus-erythematosus	3560	immune
lupus-erythematosus	3565	immune
lupus-erythematosus	3566	immune
lupus-erythematosus	3569	immune
lupus-erythematosus	3576	immune
lupus-erythematosus	3577	immune
lupus-erythematosus	3579	immune
lupus-erythematosus	3586	immune
lupus-erythematosus	3587	immune
lupus-erythematosus	3588	immune
lupus-erythematosus	3592	immune
lupus-erythematosus	3593	immune
lupus-erythematosus	3594	immune
lupus-erythematosus	3595	immune
lupus-erythematosus	3606	immune
lupus-erythematosus	3663	immune
lupus-erythematosus	3674	immune
lupus-erythematosus	3690	immune
lupus-erythematosus	3806	immune
lupus-erythematosus	3821	immune
lupus-erythematosus	3822	immune
lupus-erythematosus	3824	immune
lupus-erythematosus	3998	immune
lupus-erythematosus	4049	immune
lupus-erythematosus	4153	immune
lupus-erythematosus	4155	immune
lupus-erythematosus	4179	immune
lupus-erythematosus	4261	immune
lupus-erythematosus	4276	immune
lupus-erythematosus	4277	immune
lupus-erythematosus	4282	immune
lupus-erythematosus	4524	immune
lupus-erythematosus	4650	immune
lupus-erythematosus	4790	immune
lupus-erythematosus	4846	immune
lupus-erythematosus	4946	immune
lupus-erythematosus	5054	immune
lupus-erythematosus	5133	immune
lupus-erythematosus	5617	immune
lupus-erythematosus	5618	immune
lupus-erythematosus	5648	immune
lupus-erythematosus	5743	immune
lupus-erythematosus	5777	immune
lupus-erythematosus	5783	immune
lupus-erythematosus	5788	immune
lupus-erythematosus	6347	immune
lupus-erythematosus	6352	immune
lupus-erythematosus	6361	immune
lupus-erythematosus	6401	immune
lupus-erythematosus	6583	immune
lupus-erythematosus	6648	immune
lupus-erythematosus	6696	immune
lupus-erythematosus	6890	immune
lupus-erythematosus	6891	immune
lupus-erythematosus	6957	immune
lupus-erythematosus	7040	immune
lupus-erythematosus	7042	immune
lupus-erythematosus	7097	immune
lupus-erythematosus	7099	immune
lupus-erythematosus	7100	immune
lupus-erythematosus	7124	immune
lupus-erythematosus	7126	immune
lupus-erythematosus	7132	immune
lupus-erythematosus	7133	immune
lupus-erythematosus	7172	immune
lupus-erythematosus	7292	immune
lupus-erythematosus	7297	immune
lupus-erythematosus	7356	immune
lupus-erythematosus	7421	immune
lupus-erythematosus	7529	immune
lupus-erythematosus	8741	immune
lupus-erythematosus	10347	immune
lupus-erythematosus	10461	immune
lupus-erythematosus	10541	immune
lupus-erythematosus	10673	immune
lupus-erythematosus	10859	immune
lupus-erythematosus	22854	immune
lupus-erythematosus	23495	immune
lupus-erythematosus	23526	immune
lupus-erythematosus	26191	immune
lupus-erythematosus	28571	immune
lupus-erythematosus	54106	immune
lupus-erythematosus	55340	immune
lupus-erythematosus	56244	immune
lupus-erythematosus	115352	immune
lupus-erythematosus	387082	immune
lupus-erythematosus	100132285	immune
lupus-erythematosus	100133941	immune
lyme-disease	326	immune
lyme-disease	958	immune
lyme-disease	1493	immune
lyme-disease	3117	immune
lyme-disease	3119	immune
lyme-disease	3123	immune
lyme-disease	3458	immune
lyme-disease	3593	immune
lyme-disease	4276	immune
lyme-disease	5172	immune
lyme-disease	26191	immune
measles-vaccine-live	3458	immune
measles-vaccine-live	3459	immune
measles-vaccine-live	3558	immune
measles-vaccine-live	3559	immune
measles-vaccine-live	3560	immune
measles-vaccine-live	3565	immune
measles-vaccine-live	3566	immune
measles-vaccine-live	3586	immune
measles-vaccine-live	3587	immune
measles-vaccine-live	3588	immune
measles-vaccine-live	3592	immune
measles-vaccine-live	3593	immune
measles-vaccine-live	3594	immune
measles-vaccine-live	3595	immune
merthiolate-allergize	2944	immune
myasthenia-gravis	940	immune
myasthenia-gravis	958	immune
myasthenia-gravis	1134	immune
myasthenia-gravis	1144	immune
myasthenia-gravis	1145	immune
myasthenia-gravis	1231	immune
myasthenia-gravis	1234	immune
myasthenia-gravis	1493	immune
myasthenia-gravis	1565	immune
myasthenia-gravis	1636	immune
myasthenia-gravis	2212	immune
myasthenia-gravis	2214	immune
myasthenia-gravis	2215	immune
myasthenia-gravis	3105	immune
myasthenia-gravis	3106	immune
myasthenia-gravis	3117	immune
myasthenia-gravis	3119	immune
myasthenia-gravis	3122	immune
myasthenia-gravis	3123	immune
myasthenia-gravis	3458	immune
myasthenia-gravis	3552	immune
myasthenia-gravis	3586	immune
myasthenia-gravis	3592	immune
myasthenia-gravis	3593	immune
myasthenia-gravis	7124	immune
myasthenia-gravis	26191	immune
myasthenia-gravis	29851	immune
nonproductive-cough	1636	immune
ocular-immune-related-diseases	1493	immune
ocular-immune-related-diseases	3105	immune
ocular-immune-related-diseases	3106	immune
ocular-immune-related-diseases	3107	immune
ocular-immune-related-diseases	3119	immune
ocular-immune-related-diseases	3123	immune
ocular-immune-related-diseases	3303	immune
ocular-immune-related-diseases	3305	immune
ocular-immune-related-diseases	3458	immune
ocular-immune-related-diseases	3459	immune
ocular-immune-related-diseases	3557	immune
ocular-immune-related-diseases	3586	immune
ocular-immune-related-diseases	4049	immune
ocular-immune-related-diseases	6347	immune
ocular-immune-related-diseases	6352	immune
ocular-immune-related-diseases	7098	immune
ocular-immune-related-diseases	7124	immune
ocular-immune-related-diseases	7132	immune
ocular-immune-related-diseases	7133	immune
organ-transplant	28	immune
organ-transplant	183	immune
organ-transplant	185	immune
organ-transplant	186	immune
organ-transplant	335	immune
organ-transplant	337	immune
organ-transplant	345	immune
organ-transplant	355	immune
organ-transplant	929	immune
organ-transplant	959	immune
organ-transplant	1231	immune
organ-transplant	1234	immune
organ-transplant	1493	immune
organ-transplant	1574	immune
organ-transplant	1576	immune
organ-transplant	1577	immune
organ-transplant	1636	immune
organ-transplant	2099	immune
organ-transplant	2100	immune
organ-transplant	2212	immune
organ-transplant	2214	immune
organ-transplant	2215	immune
organ-transplant	2784	immune
organ-transplant	2938	immune
organ-transplant	3105	immune
organ-transplant	3106	immune
organ-transplant	3107	immune
organ-transplant	3113	immune
organ-transplant	3115	immune
organ-transplant	3117	immune
organ-transplant	3119	immune
organ-transplant	3123	immune
organ-transplant	3133	immune
organ-transplant	3136	immune
organ-transplant	3162	immune
organ-transplant	3305	immune
organ-transplant	3383	immune
organ-transplant	3458	immune
organ-transplant	3460	immune
organ-transplant	3552	immune
organ-transplant	3553	immune
organ-transplant	3554	immune
organ-transplant	3556	immune
organ-transplant	3557	immune
organ-transplant	3558	immune
organ-transplant	3565	immune
organ-transplant	3566	immune
organ-transplant	3569	immune
organ-transplant	3586	immune
organ-transplant	3588	immune
organ-transplant	3592	immune
organ-transplant	3596	immune
organ-transplant	3600	immune
organ-transplant	3606	immune
organ-transplant	3659	immune
organ-transplant	3673	immune
organ-transplant	3676	immune
organ-transplant	3802	immune
organ-transplant	3803	immune
organ-transplant	3804	immune
organ-transplant	3805	immune
organ-transplant	3806	immune
organ-transplant	3808	immune
organ-transplant	3810	immune
organ-transplant	3811	immune
organ-transplant	3812	immune
organ-transplant	4049	immune
organ-transplant	4153	immune
organ-transplant	4155	immune
organ-transplant	4353	immune
organ-transplant	4524	immune
organ-transplant	4552	immune
organ-transplant	4846	immune
organ-transplant	5048	immune
organ-transplant	5054	immune
organ-transplant	5175	immune
organ-transplant	5243	immune
organ-transplant	5444	immune
organ-transplant	5788	immune
organ-transplant	6347	immune
organ-transplant	6352	immune
organ-transplant	6387	immune
organ-transplant	6948	immune
organ-transplant	7040	immune
organ-transplant	7042	immune
organ-transplant	7099	immune
organ-transplant	7124	immune
organ-transplant	7172	immune
organ-transplant	7298	immune
organ-transplant	7421	immune
organ-transplant	7422	immune
organ-transplant	23526	immune
organ-transplant	54600	immune
organ-transplant	64127	immune
other-nephropathia	367	immune
other-nephropathia	800	immune
other-nephropathia	1535	immune
other-nephropathia	1636	immune
other-nephropathia	2212	immune
other-nephropathia	2215	immune
other-nephropathia	3108	immune
other-nephropathia	3109	immune
other-nephropathia	3115	immune
other-nephropathia	3123	immune
other-nephropathia	3291	immune
other-nephropathia	4846	immune
other-nephropathia	5698	immune
other-nephropathia	5891	immune
other-nephropathia	6347	immune
other-nephropathia	6890	immune
other-nephropathia	6891	immune
other-nephropathia	6955	immune
other-nephropathia	7356	immune
other-nephropathia	7422	immune
other-nephropathia	64131	immune
other-nephropathia	64132	immune
otitis-media	653509	immune
otitis-media	729238	immune
pancreatitis	12	immune
pancreatitis	125	immune
pancreatitis	217	immune
pancreatitis	847	immune
pancreatitis	929	immune
pancreatitis	1080	immune
pancreatitis	1508	immune
pancreatitis	2944	immune
pancreatitis	2947	immune
pancreatitis	2950	immune
pancreatitis	2952	immune
pancreatitis	3105	immune
pancreatitis	3106	immune
pancreatitis	3107	immune
pancreatitis	3115	immune
pancreatitis	3119	immune
pancreatitis	3123	immune
pancreatitis	3265	immune
pancreatitis	3304	immune
pancreatitis	3383	immune
pancreatitis	3458	immune
pancreatitis	3553	immune
pancreatitis	3569	immune
pancreatitis	3576	immune
pancreatitis	3586	immune
pancreatitis	3856	immune
pancreatitis	4257	immune
pancreatitis	4795	immune
pancreatitis	5265	immune
pancreatitis	5444	immune
pancreatitis	5644	immune
pancreatitis	5645	immune
pancreatitis	5646	immune
pancreatitis	6347	immune
pancreatitis	6648	immune
pancreatitis	6690	immune
pancreatitis	7040	immune
pancreatitis	7124	immune
pancreatitis	7422	immune
pancreatitis	29919	immune
pancreatitis	54576	immune
pancreatitis	54578	immune
pancreatitis	54658	immune
pemphigus	581	immune
pemphigus	1493	immune
pemphigus	1828	immune
pemphigus	1830	immune
pemphigus	2214	immune
pemphigus	3105	immune
pemphigus	3106	immune
pemphigus	3107	immune
pemphigus	3119	immune
pemphigus	3123	immune
pemphigus	3458	immune
pemphigus	3552	immune
pemphigus	3553	immune
pemphigus	3554	immune
pemphigus	3557	immune
pemphigus	3558	immune
pemphigus	3565	immune
pemphigus	3566	immune
pemphigus	3569	immune
pemphigus	3576	immune
pemphigus	3586	immune
pemphigus	3593	immune
pemphigus	3596	immune
pemphigus	6891	immune
pemphigus	7040	immune
pemphigus	7124	immune
pemphigus	7157	immune
penicillin-allergy	3565	immune
penicillin-allergy	3596	immune
periodontitis	10	immune
periodontitis	356	immune
periodontitis	671	immune
periodontitis	799	immune
periodontitis	929	immune
periodontitis	1234	immune
periodontitis	1277	immune
periodontitis	1282	immune
periodontitis	1308	immune
periodontitis	1435	immune
periodontitis	1493	immune
periodontitis	1509	immune
periodontitis	1535	immune
periodontitis	1557	immune
periodontitis	1636	immune
periodontitis	1672	immune
periodontitis	1803	immune
periodontitis	1906	immune
periodontitis	1950	immune
periodontitis	2205	immune
periodontitis	2206	immune
periodontitis	2212	immune
periodontitis	2213	immune
periodontitis	2214	immune
periodontitis	2215	immune
periodontitis	2244	immune
periodontitis	2357	immune
periodontitis	2796	immune
periodontitis	3105	immune
periodontitis	3106	immune
periodontitis	3107	immune
periodontitis	3119	immune
periodontitis	3123	immune
periodontitis	3125	immune
periodontitis	3126	immune
periodontitis	3127	immune
periodontitis	3339	immune
periodontitis	3383	immune
periodontitis	3458	immune
periodontitis	3459	immune
periodontitis	3552	immune
periodontitis	3553	immune
periodontitis	3554	immune
periodontitis	3557	immune
periodontitis	3558	immune
periodontitis	3565	immune
periodontitis	3566	immune
periodontitis	3569	immune
periodontitis	3570	immune
periodontitis	3572	immune
periodontitis	3586	immune
periodontitis	3596	immune
periodontitis	3603	immune
periodontitis	3606	immune
periodontitis	4049	immune
periodontitis	4312	immune
periodontitis	4313	immune
periodontitis	4314	immune
periodontitis	4318	immune
periodontitis	4353	immune
periodontitis	4846	immune
periodontitis	4982	immune
periodontitis	5054	immune
periodontitis	5265	immune
periodontitis	5295	immune
periodontitis	5327	immune
periodontitis	5730	immune
periodontitis	5891	immune
periodontitis	6279	immune
periodontitis	6352	immune
periodontitis	6696	immune
periodontitis	7040	immune
periodontitis	7077	immune
periodontitis	7097	immune
periodontitis	7099	immune
periodontitis	7124	immune
periodontitis	7133	immune
periodontitis	7421	immune
periodontitis	7850	immune
periodontitis	8600	immune
periodontitis	8792	immune
periodontitis	10875	immune
periodontitis	11009	immune
periodontitis	25984	immune
periodontitis	29851	immune
pneumoconiosis	3115	immune
pneumoconiosis	3119	immune
pneumoconiosis	3123	immune
pneumoconiosis	3552	immune
pneumoconiosis	3553	immune
pneumoconiosis	3557	immune
pneumoconiosis	3590	immune
pneumoconiosis	3593	immune
pneumoconiosis	7040	immune
pneumoconiosis	7124	immune
pneumoconiosis	7133	immune
pollen-allergy	1230	immune
pollen-allergy	1231	immune
pollen-allergy	1232	immune
pollen-allergy	1234	immune
pollen-allergy	2829	immune
pollen-allergy	3119	immune
pollen-allergy	3123	immune
pollen-allergy	3596	immune
polyneuropathy	909	immune
polyneuropathy	913	immune
postpartum-thyroiditis	1493	immune
psora	861	immune
psora	929	immune
psora	1041	immune
psora	1475	immune
psora	1493	immune
psora	1524	immune
psora	1543	immune
psora	1728	immune
psora	1906	immune
psora	2312	immune
psora	2944	immune
psora	2952	immune
psora	3105	immune
psora	3106	immune
psora	3107	immune
psora	3108	immune
psora	3109	immune
psora	3115	immune
psora	3117	immune
psora	3119	immune
psora	3123	immune
psora	3126	immune
psora	3458	immune
psora	3552	immune
psora	3553	immune
psora	3557	immune
psora	3565	immune
psora	3576	immune
psora	3586	immune
psora	3592	immune
psora	3593	immune
psora	3594	immune
psora	3595	immune
psora	3596	immune
psora	3600	immune
psora	3660	immune
psora	3802	immune
psora	3803	immune
psora	3806	immune
psora	3808	immune
psora	3810	immune
psora	4049	immune
psora	4258	immune
psora	4276	immune
psora	4277	immune
psora	4282	immune
psora	4313	immune
psora	5265	immune
psora	5266	immune
psora	5460	immune
psora	5465	immune
psora	5468	immune
psora	5696	immune
psora	5698	immune
psora	5891	immune
psora	6256	immune
psora	6257	immune
psora	6273	immune
psora	6376	immune
psora	6563	immune
psora	6583	immune
psora	6584	immune
psora	6890	immune
psora	6891	immune
psora	6941	immune
psora	7124	immune
psora	7421	immune
psora	7422	immune
psora	7707	immune
psora	9368	immune
psora	11026	immune
psora	26191	immune
psora	51561	immune
psora	54535	immune
psora	57292	immune
psora	84561	immune
psora	149233	immune
psora	170679	immune
psora	100130889	immune
Reiter's-syndrome	6890	immune
respiratory-syncytial-virus	3576	immune
respiratory-syncytial-virus	3578	immune
respiratory-syncytial-virus	3586	immune
respiratory-syncytial-virus	6439	immune
respiratory-syncytial-virus	6440	immune
respiratory-syncytial-virus	7124	immune
rheumatic-disease	2	immune
rheumatic-disease	10	immune
rheumatic-disease	142	immune
rheumatic-disease	471	immune
rheumatic-disease	608	immune
rheumatic-disease	840	immune
rheumatic-disease	861	immune
rheumatic-disease	929	immune
rheumatic-disease	930	immune
rheumatic-disease	933	immune
rheumatic-disease	941	immune
rheumatic-disease	942	immune
rheumatic-disease	1231	immune
rheumatic-disease	1232	immune
rheumatic-disease	1233	immune
rheumatic-disease	1234	immune
rheumatic-disease	1280	immune
rheumatic-disease	1298	immune
rheumatic-disease	1493	immune
rheumatic-disease	1524	immune
rheumatic-disease	1585	immune
rheumatic-disease	1586	immune
rheumatic-disease	1630	immune
rheumatic-disease	2099	immune
rheumatic-disease	2212	immune
rheumatic-disease	2213	immune
rheumatic-disease	2214	immune
rheumatic-disease	2215	immune
rheumatic-disease	2356	immune
rheumatic-disease	2638	immune
rheumatic-disease	2833	immune
rheumatic-disease	2944	immune
rheumatic-disease	2948	immune
rheumatic-disease	3039	immune
rheumatic-disease	3077	immune
rheumatic-disease	3108	immune
rheumatic-disease	3109	immune
rheumatic-disease	3117	immune
rheumatic-disease	3119	immune
rheumatic-disease	3120	immune
rheumatic-disease	3122	immune
rheumatic-disease	3123	immune
rheumatic-disease	3303	immune
rheumatic-disease	3356	immune
rheumatic-disease	3383	immune
rheumatic-disease	3458	immune
rheumatic-disease	3459	immune
rheumatic-disease	3546	immune
rheumatic-disease	3553	immune
rheumatic-disease	3554	immune
rheumatic-disease	3557	immune
rheumatic-disease	3558	immune
